gene_id,EC,Gene_id,B_10_fpkm,G_3_fpkm,GM_2_fpkm,M_12_fpkm,M_24_fpkm,M_36_fpkm,M_48_fpkm,M_60_fpkm,M_72_fpkm,M_84_fpkm,M_96_fpkm,M_108_fpkm,M_120_fpkm,gene_chr,gene_start,gene_end,gene_strand,gene_length
PAS_chr3_1126,3.1.1.31,PAS_chr3_1126,231.7771584,222.1920651,170.9449889,183.8604779,183.497778,193.1635918,184.9059629,192.5903744,190.6665202,185.8195086,193.9822672,188.8186299,191.0506435,,,,,
PSD2 PAS_chr3_1127,4.1.1.65,PAS_chr3_1127,27.2470716,28.71069231,33.50343918,34.72989582,33.62506411,32.58650526,33.75201921,31.65346099,35.68729602,32.31184267,35.47058717,34.20491234,36.41126237,,,,,
PAS_chr3_1127,4.1.1.65,PAS_chr3_1127,27.2470716,28.71069231,33.50343918,34.72989582,33.62506411,32.58650526,33.75201921,31.65346099,35.68729602,32.31184267,35.47058717,34.20491234,36.41126237,,,,,
PSD1 PAS_chr1-4_0019,4.1.1.65,PAS_chr1-4_0019,101.1152639,103.9862261,66.66849625,64.17775515,58.67467266,58.29122327,60.7037947,55.43513669,54.80863028,57.22667692,56.02087424,57.48699196,51.87984542,,,,,
PAS_chr3_1132,2.6.1.7,PAS_chr3_1132,108.7127388,111.8905623,99.50015963,95.04210129,105.649801,101.6904914,103.8242186,110.2145991,105.4183496,103.8506976,104.0769385,105.6630105,110.7029177,,,,,
PAS_chr3_1133,2.1.1.360,PAS_chr3_1133,33.68958467,35.97581911,33.65403483,25.4987044,31.74217397,31.1317412,30.06054885,29.7769635,28.78432317,32.28361832,26.49425472,29.91388651,26.14633358,,,,,
PAS_chr3_1138,2.4.2.7,PAS_chr3_1138,308.9968692,259.8588952,333.6730643,246.1238848,263.3947511,251.0899209,245.3883481,255.3621388,256.66731,233.6280075,264.2114336,245.1464594,271.177595,,,,,
PAS_chr3_1148,3.1.3.96,PAS_chr3_1148,352.4120658,298.8301635,80.29366269,75.19804336,118.2317965,225.9689272,263.8239367,394.0657115,324.3920666,232.4168098,177.4895079,166.5088641,201.4623069,,,,,
PAS_chr4_0624,2.7.1.1,PAS_chr4_0624,955.9396293,834.508511,473.1426063,326.1802761,541.7033326,586.9728605,456.3864404,501.3134827,520.7712332,416.5099992,488.8154735,436.1434794,577.3485959,,,,,
PAS_chr3_1192,2.7.1.1,PAS_chr3_1192,6.571914251,6.018284786,11.21943995,14.52998679,11.33836879,12.41469165,12.32605637,9.980229253,11.9245151,12.65920842,12.44618849,12.56477931,13.63763161,,,,,
BNA5 PAS_chr3_1194,3.7.1.3,PAS_chr3_1194,24.14770054,27.01885124,25.47607855,62.33388866,49.50170511,49.00709266,54.19813274,45.38213439,50.54119463,53.7699595,53.3449289,53.80539792,41.35572777,,,,,
PAS_chr3_1194,3.7.1.3,PAS_chr3_1194,24.14770054,27.01885124,25.47607855,62.33388866,49.50170511,49.00709266,54.19813274,45.38213439,50.54119463,53.7699595,53.3449289,53.80539792,41.35572777,,,,,
PAS_chr3_1197,2.4.2.10,PAS_chr3_1197,419.6669807,344.9449732,131.2254718,114.6595533,148.7726106,210.365895,231.787007,347.0387367,285.1916429,219.6413296,171.6141085,187.2495136,191.4316095,,,,,
PAS_chr3_1255,3.6.1.66,PAS_chr3_1255,159.6444395,136.4708524,110.7756492,132.4747685,121.6421093,138.7591711,147.4513589,144.7810552,131.8402811,133.4938461,132.7758333,128.4300188,131.5420376,,,,,
PAS_chr4_0013,3.2.1.21,PAS_chr4_0013,31.28148344,25.65063598,40.20469783,73.12931267,59.30588345,67.68164435,65.15492348,60.2235234,62.67043088,57.50778212,68.08601129,62.07717155,77.53526772,,,,,
PAS_chr4_0021,3.6.1.42,PAS_chr4_0021,126.2822896,99.65268106,77.11436933,64.93421474,92.18650585,84.09842711,87.35930894,85.93851356,75.97218903,80.10944172,69.82079883,73.95674849,56.76985592,,,,,
PAS_chr4_0023,2.7.7.3,PAS_chr4_0023,20.35025809,28.27490305,13.917557,29.05121601,26.52953006,27.76439747,29.91386716,23.84397837,29.22460008,29.69746547,35.44068143,31.48937615,28.50317997,,,,,
PAS_chr4_0027,2.1.1.346,PAS_chr4_0027,30.10984885,28.35307915,30.36225146,26.25352357,27.96306754,26.77622967,26.18163314,25.18405629,25.65222629,26.22436141,22.91393117,25.27283087,27.57258283,,,,,
PAS_chr4_0035,5.6.2.- 2.3.2.27,PAS_chr4_0035,11.31062056,11.63121786,12.01144858,16.30663096,14.59286408,14.65847946,13.96614771,13.85862588,14.42487124,13.35438652,13.33777619,14.01512311,12.52595449,,,,,
PAS_chr2-1_0466,3.1.1.-,PAS_chr2-1_0466,25.93010423,32.31149011,50.67255039,73.4299258,60.57671154,69.93119481,75.80700462,55.49006181,65.64193444,65.48520691,79.87738259,72.17358203,78.4167066,,,,,
PAS_chr4_0232,3.1.1.-,PAS_chr4_0232,24.91298959,26.8051715,36.61477694,49.34835612,52.0872213,47.77050183,44.17311206,40.81743636,49.44841205,46.08540464,51.12897947,45.09267718,50.39328533,,,,,
PAS_chr4_0039,3.1.1.-,PAS_chr4_0039,9.083467437,13.68642028,19.62082176,23.64998865,21.34875916,20.9874351,21.07610836,21.24372241,23.70004707,24.16634421,26.14633599,25.08068252,26.12118903,,,,,
PAS_chr4_0044,4.2.2.23,PAS_chr4_0044,23.0664746,26.54729761,52.29624676,88.23126667,75.56117737,79.15932406,74.91366275,61.90666505,67.74718104,70.48535803,72.204706,79.56924622,76.18874607,,,,,
PAS_chr4_0046,3.2.1.-,PAS_chr4_0046,588.7126802,658.0928755,657.7730937,1251.221267,1190.666475,1082.024085,1027.414701,1015.421839,1113.320286,1056.226645,1165.899978,1071.407982,1041.680404,,,,,
PAS_chr3_0891,3.2.1.-,PAS_chr3_0891,11.84290528,9.449585032,13.22184281,18.36285942,13.02493729,14.12138277,13.52512361,11.46122542,14.46089971,13.55122484,11.36642751,13.19918537,11.31076253,,,,,
PAS_chr2-1_0753,3.2.1.-,PAS_chr2-1_0753,98.5689155,94.38171098,85.47565862,108.6952702,85.59107578,84.95237494,85.5692826,78.70336718,84.21064316,84.38845453,84.79059994,81.43514232,81.08843184,,,,,
PAS_chr4_0048,3.2.1.6,PAS_chr4_0048,9.562868584,14.331468,11.92825729,29.66443177,28.68449686,30.07689703,26.70932711,28.60494812,30.55730708,28.04684514,24.46641552,27.20388152,20.29973584,,,,,
PAS_chr4_0050,5.4.99.5,PAS_chr4_0050,70.85963346,49.36470753,100.4114826,413.161762,391.6510068,447.5630431,412.010547,435.3030457,510.6731346,402.4245777,432.1748808,492.8148889,502.7460519,,,,,
PAS_chr4_0055,1.3.3.4 1.3.3.15,PAS_chr4_0055,41.73014637,51.60014464,29.25623945,29.1626941,40.71943125,38.91227989,41.77065945,47.69310077,47.71427711,44.96314905,48.71331424,49.18527758,56.38356539,,,,,
PAS_chr4_0060,2.3.1.4,PAS_chr4_0060,97.67425683,106.2208098,97.67831382,197.20699,175.647634,176.4350315,187.0327973,187.6734799,207.9558302,228.5956948,194.3026528,178.2020864,167.8490256,,,,,
PAS_chr4_0063,1.3.1.71,PAS_chr4_0063,105.6261334,122.1673158,34.71404045,66.80705681,71.25946728,72.37006625,73.30295487,89.259923,89.56273416,81.69087426,70.15079453,69.54600996,69.58495953,,,,,
PAS_chr4_0072,2.5.1.108,PAS_chr4_0072,22.93378858,19.57839074,36.30077981,18.42229724,20.09492806,18.7019914,21.20226998,25.90028544,21.64480898,21.8696615,21.41045886,21.9627863,21.37320026,,,,,
PAS_chr4_0081,2.5.1.9,PAS_chr4_0081,98.84506303,63.50096469,67.81750993,200.7108345,153.523089,170.2004766,170.5908659,149.3105413,196.598996,216.9577315,210.4199254,211.8536663,196.2567112,,,,,
PAS_chr4_0098,2.3.1.311,PAS_chr4_0098,51.60056913,37.17359761,66.43395218,28.29878979,33.87773108,29.371319,31.66140066,36.59120078,30.48117892,30.88055191,25.36178718,29.77212188,33.01948572,,,,,
PAS_chr4_0101,6.1.1.12,PAS_chr4_0101,29.74670588,28.06483559,33.34360905,25.49716354,22.77275237,22.3841491,19.13421693,22.24172732,19.02032394,21.58797878,21.07659568,24.76904585,22.6825693,,,,,
PAS_chr1-4_0095,6.1.1.12,PAS_chr1-4_0095,188.1415844,154.9795313,143.9154083,135.3588989,143.7996461,150.1374321,156.4844134,166.5806002,154.7142325,146.4852547,150.1370866,146.7842611,164.157065,,,,,
PAS_chr4_0103,2.4.1.232,PAS_chr4_0103,103.2601115,88.15261839,101.9338123,61.90469852,74.60623333,70.08892319,63.96696555,78.57054967,64.79436966,63.65934616,59.18729439,60.59425212,63.44230856,,,,,
PAS_chr4_0112,4.1.2.48,PAS_chr4_0112,421.1367223,354.0368104,3489.155292,175.7535009,239.0313653,300.9133085,285.4280676,491.6298696,417.2378683,327.2988558,251.0315842,323.9557176,304.3164274,,,,,
PAS_chr4_0127,3.1.26.3,PAS_chr4_0127,53.88156756,37.10374922,37.8431642,14.3439116,20.23012972,23.29369143,22.08738964,29.07519022,22.69241097,26.03734532,16.90607271,22.83896128,18.47876525,,,,,
PAS_chr4_0132,6.3.1.14,PAS_chr4_0132,10.23316195,10.34748669,15.41363146,18.31545531,16.67004142,16.74208922,15.96567277,14.0050387,16.35295708,15.30451184,17.17586715,18.85365495,20.17359619,,,,,
PAS_chr4_0137,6.3.2.25,PAS_chr4_0137,46.97212681,34.03537463,45.43624318,23.46268564,24.76215948,23.75864397,24.30578809,22.930597,23.18748051,23.55518868,20.61238324,20.86173434,18.65585874,,,,,
PAS_chr4_0146,4.4.1.36,PAS_chr4_0146,306.2615623,281.3068639,43.60931717,36.85650247,50.568451,149.0371087,192.2821536,402.4939283,252.001416,148.5071475,118.8016803,120.6207883,106.8754848,,,,,
PAS_chr4_0147,2.6.1.58 2.6.1.28,PAS_chr4_0147,570.4818673,713.6019632,201.8066679,46.41025064,69.46894813,196.8669175,286.9489725,422.6020921,408.8753438,256.7175422,240.0593592,222.5935481,288.0085486,,,,,
PAS_chr2-1_0199,1.6.2.2,PAS_chr2-1_0199,157.0631413,105.6202658,70.10707543,87.35487251,86.48243503,90.19661206,85.93487816,76.05539004,87.51724333,89.40315723,80.72795963,102.6260515,94.7442438,,,,,
PAS_chr4_0149,1.6.2.2,PAS_chr4_0149,183.1096062,162.7615895,99.2835022,78.28731916,81.83445904,90.90642537,87.8554724,119.2899609,92.48950173,85.80480318,67.44900568,76.43943876,67.1172864,,,,,
PAS_chr4_0737,1.6.2.2,PAS_chr4_0737,471.0132664,454.5012714,652.5240171,556.9798007,494.5073067,463.8755807,458.2062696,414.765434,432.2135457,378.8275746,423.0456691,397.404153,470.9515517,,,,,
PAS_chr4_0150,2.7.2.4,PAS_chr4_0150,266.9669473,282.8403711,92.54331257,40.77023142,78.81794492,122.5951785,120.6045807,197.7931954,153.5107354,106.5472428,85.05628773,97.34247921,101.9489709,,,,,
AOX1 PAS_chr4_0821,1.1.3.13,PAS_chr4_0821,11.34235083,38.17444782,928.0200069,24093.20038,19737.99265,20337.86231,20796.57985,18912.48491,25377.80686,23360.73304,25217.41886,27928.37675,33180.3974,,,,,
AOX2 PAS_chr4_0152,1.1.3.13,PAS_chr4_0152,17.2526722,20.85480373,91.28160628,4099.729506,2376.361521,2218.275562,2217.631924,1026.962034,2440.420505,2663.674762,3420.087425,3365.800695,3499.344884,,,,,
PAS_chr4_0152,1.1.3.13,PAS_chr4_0152,17.2526722,20.85480373,91.28160628,4099.729506,2376.361521,2218.275562,2217.631924,1026.962034,2440.420505,2663.674762,3420.087425,3365.800695,3499.344884,,,,,
PAS_chr4_0821,1.1.3.13,PAS_chr4_0821,11.34235083,38.17444782,928.0200069,24093.20038,19737.99265,20337.86231,20796.57985,18912.48491,25377.80686,23360.73304,25217.41886,27928.37675,33180.3974,,,,,
PAS_chr1-1_0009,3.1.1.5,PAS_chr1-1_0009,20.75975293,23.67887862,20.08326851,27.92913868,25.94605623,28.28843325,27.36389431,26.33186325,27.89074148,26.00121033,29.72315025,30.38830326,31.72926715,,,,,
PAS_chr4_0039,3.1.1.5,PAS_chr4_0039,9.083467437,13.68642028,19.62082176,23.64998865,21.34875916,20.9874351,21.07610836,21.24372241,23.70004707,24.16634421,26.14633599,25.08068252,26.12118903,,,,,
PAS_chr4_0153,3.1.1.5,PAS_chr4_0153,78.71663037,93.15501032,193.6777408,120.3198475,112.1289991,100.7684238,96.07981834,82.01255711,103.4497976,110.9254984,141.2420966,133.071955,119.9122101,,,,,
PAS_chr4_0158,5.6.1.7,PAS_chr4_0158,1049.431842,568.4461809,656.9399467,556.8219882,822.0053323,1009.288118,787.4816884,836.4415041,737.5422753,728.5531117,866.6274713,1112.631178,1208.41046,,,,,
PAS_chr4_0167,2.4.1.173,PAS_chr4_0167,14.49924276,16.7297978,23.71256279,60.00841712,42.25318437,43.97502499,50.05028462,38.14699623,45.41539512,49.92220093,52.97301756,50.31560158,49.67139546,,,,,
ATG26 PAZ4 PDG3 UGT51 UGT51B1 PAS_chr4_0167,2.4.1.173,PAS_chr4_0167,14.49924276,16.7297978,23.71256279,60.00841712,42.25318437,43.97502499,50.05028462,38.14699623,45.41539512,49.92220093,52.97301756,50.31560158,49.67139546,,,,,
PAS_chr4_0173,6.3.4.6 3.5.1.54,PAS_chr4_0173,23.59225474,12.60534228,48.87569434,19.92692808,22.74560415,22.82847862,24.79728973,22.20886498,24.20158707,23.82836194,28.80070824,27.72323451,23.27675521,,,,,
PAS_chr4_0178,1.3.1.89,PAS_chr4_0178,46.17564474,40.92135032,41.0590061,13.85586942,27.39234319,29.68509645,30.5781221,37.70185321,35.20384097,30.74955364,28.12323508,32.10400454,28.48742499,,,,,
PAS_chr4_0179,1.3.1.90,PAS_chr4_0179,26.54045832,20.71829853,26.50631637,12.21355706,13.73230498,16.02753696,14.33744552,16.4746457,15.27264275,16.8421538,11.95905326,14.10029479,12.80664499,,,,,
PAS_chr4_0186,7.6.2.3,PAS_chr4_0186,11.7363571,12.75295262,9.793227832,9.007280181,9.249112448,9.667664077,9.597168737,9.438699676,13.06856515,11.42478105,14.9832743,11.99047302,12.74250388,,,,,
PAS_chr4_0188,7.6.2.3,PAS_chr4_0188,33.05534237,31.37612697,34.60563752,48.24568013,42.41390225,45.68402369,44.61644335,42.28948524,42.71255486,41.94304428,47.1828939,46.90204331,45.34391431,,,,,
PAS_chr4_0191,2.3.3.9,PAS_chr4_0191,165.5879282,113.8637988,464.1663071,165.8772291,401.3491093,359.0595617,130.9600516,933.2415196,143.4192651,71.17929555,259.6912199,95.75950261,180.6571066,,,,,
PAS_chr1-4_0459,2.3.3.9,PAS_chr1-4_0459,28.28520822,29.63241923,38.85093772,297.8751115,216.0435804,226.3895395,250.9223257,246.9401028,274.8590762,246.8964585,247.4569466,253.0637649,270.7212087,,,,,
PAS_chr4_0194,3.6.1.62,PAS_chr4_0194,49.78449058,53.04556493,60.07964605,47.13020244,35.54716607,33.93151279,36.54376596,30.36236606,29.19816166,35.2551124,30.64102192,31.94911802,32.7745229,,,,,
PAS_chr4_0196,6.3.2.17,PAS_chr4_0196,122.5800936,124.504316,190.0225028,209.1246588,212.2530123,196.655075,207.1602751,185.1371855,199.3047616,211.867977,227.3695854,207.0605132,215.9956918,,,,,
PAS_chr1-1_0282,1.17.4.1,PAS_chr1-1_0282,137.0926075,159.806893,109.2679879,82.92960219,161.1408353,147.8832537,157.222359,162.0742054,117.7939055,120.6122048,101.8763882,111.5121093,73.1416978,,,,,
PAS_chr2-1_0209,1.17.4.1,PAS_chr2-1_0209,5.551653869,2.678483405,7.386891851,9.40531096,8.254782638,7.607154947,6.982465113,7.87843864,7.18345921,7.179427372,6.563534109,8.953000952,8.260709398,,,,,
PAS_chr4_0197,1.17.4.1,PAS_chr4_0197,294.5239861,304.9182104,237.5372356,53.92995109,130.1722804,124.2655833,118.5914844,137.8686984,95.02030731,105.7974913,79.04959183,99.26887785,74.46930858,,,,,
PAS_chr4_0198,5.-.-.-,PAS_chr4_0198,264.4346129,239.8027726,37.50222198,31.47730101,65.04005075,80.26730006,76.16832297,81.66587981,73.8158723,58.86677886,45.18584824,46.39615921,50.0245331,,,,,
PAS_chr4_0213,5.3.1.6,PAS_chr4_0213,162.588639,131.3120671,117.0929415,329.8692847,252.7405468,285.9633492,293.4299893,268.825732,292.7167174,287.1199239,291.7388319,303.7377756,274.0215817,,,,,
PAS_chr4_0212,5.3.1.6,PAS_chr4_0212,29.76066365,25.19146148,71.51109943,1387.76516,1000.631489,1090.536315,1218.099275,1044.587917,1246.957667,1296.22849,1133.632919,1225.64689,1056.575213,,,,,
PAS_chr4_0218,3.1.3.43,PAS_chr4_0218,81.73275399,99.34347277,136.9448354,172.8182888,139.7407857,143.4266175,141.9788964,125.9242393,145.7103957,143.5395207,159.7272005,150.2693466,161.5951323,,,,,
PAS_chr4_0891,5.6.2.3,PAS_chr4_0891,47.55702654,51.79232878,64.44172686,57.13806181,50.59868989,43.455526,48.31616484,43.64755502,47.78621413,43.00901794,41.37390712,42.62398435,38.85167584,,,,,
PAS_chr4_0223,5.6.2.3,PAS_chr4_0223,33.28118362,31.53945795,36.34470835,26.1616054,25.05060137,22.45127202,22.40511499,21.82833068,23.93714237,19.63544823,20.73513919,18.32318322,18.00313856,,,,,
PAS_chr4_0228,2.2.1.6,PAS_chr4_0228,388.0587255,328.5252733,248.955646,139.0985766,218.1854004,263.2516109,294.3205542,375.1283503,299.2223303,233.2551919,193.5212411,226.0221505,208.369235,,,,,
PAS_chr4_0229,2.7.7.19,PAS_chr4_0229,27.62107362,21.95508208,39.85383581,18.56330828,20.56282119,20.14792583,20.10498221,24.08845701,18.95487669,22.84268632,17.91541513,20.88677938,16.93145707,,,,,
PAS_chr1-4_0645,2.7.7.19,PAS_chr1-4_0645,73.02665734,59.61347435,63.43928293,49.82045632,56.76074912,54.98898746,52.9552169,52.30707732,52.24866742,48.86982252,47.04838967,48.52559709,50.43567538,,,,,
PAS_chr4_0232,3.1.1.89,PAS_chr4_0232,24.91298959,26.8051715,36.61477694,49.34835612,52.0872213,47.77050183,44.17311206,40.81743636,49.44841205,46.08540464,51.12897947,45.09267718,50.39328533,,,,,
PAS_chr4_0233,6.3.5.1,PAS_chr4_0233,57.30034739,62.15889758,63.60790756,126.8220592,122.8296483,122.5199261,129.7014579,125.6183993,145.0404501,134.2418995,131.7016678,131.0709033,140.7896458,,,,,
PAS_chr4_0243,1.14.11.-,PAS_chr4_0243,30.60225175,34.79329615,14.5399454,6.625722525,13.67843892,13.91915647,12.98104753,25.11155493,21.07420574,23.1339597,16.49117004,24.36150497,24.52368694,,,,,
PAS_chr4_0247,6.3.3.2,PAS_chr4_0247,109.7853958,107.9557715,45.15179571,27.27832677,32.87540945,54.02419333,57.26149253,114.8486433,63.60561664,41.78736545,35.18189381,33.95866885,32.3837548,,,,,
PAS_chr4_0248,2.6.1.42,PAS_chr4_0248,1066.739715,768.6777214,495.1886039,136.1236833,240.484309,323.0393429,336.4578253,707.0397155,338.1946779,207.2229648,159.201709,190.6202126,197.1074441,,,,,
PAS_chr2-1_0072,1.14.19.1,PAS_chr2-1_0072,1763.567858,2298.00738,3528.413677,5302.540751,5694.331944,4968.170714,4008.390861,5284.656904,4403.947974,3858.887313,5258.526448,5381.735559,7662.979819,,,,,
PAS_chr4_0259,1.14.19.1,PAS_chr4_0259,32.81261897,43.26293519,65.56799206,76.97202436,72.58541481,70.8036897,72.37663885,75.11711275,66.51624108,66.58127148,79.64839601,69.18389787,87.38576725,,,,,
PAS_chr4_0264,3.6.1.43,PAS_chr4_0264,118.3416008,94.85089427,97.9038427,113.3812636,113.8340473,111.1781369,106.6490956,112.2156517,106.8194978,116.0423665,103.9347511,107.9280183,114.1429501,,,,,
PAS_chr4_0266,2.7.1.105 3.1.3.46,PAS_chr4_0266,46.36157715,51.38584954,47.65193861,246.557545,183.2926259,177.9266961,183.010682,161.8642128,177.5869467,165.4208625,215.2158279,201.1413837,244.5901881,,,,,
PAS_chr1-4_0277,3.6.1.-,PAS_chr1-4_0277,52.73302376,44.98605984,48.14210167,31.02993786,32.9771416,30.17861641,30.92487514,27.38060254,26.35122198,30.9132715,24.05483705,27.48941675,20.14055342,,,,,
PAS_chr4_0270,3.6.1.-,PAS_chr4_0270,70.07613967,69.26490779,58.83535901,148.4365642,126.4800499,135.3866991,130.7833793,129.9537465,144.608011,140.2979453,130.3897824,145.2502064,134.0604179,,,,,
PAS_chr4_0378,3.6.1.-,PAS_chr4_0378,57.01556712,58.9651815,35.21002673,48.96502266,44.44226127,40.17759436,46.05134462,47.70148395,39.44018224,40.92647966,35.42816707,37.9023911,33.84542296,,,,,
PAS_chr4_0272,1.1.2.3,PAS_chr4_0272,115.9352637,129.2639727,292.5717691,121.1086972,109.0349115,120.0769009,134.7600859,129.8555326,120.1405176,115.7563635,114.5894473,112.2951575,102.1593299,,,,,
PAS_chr4_0279,5.6.2.3 3.1.-.-,PAS_chr4_0279,16.74578835,17.41726425,21.5869321,27.24581905,25.88686662,25.32067573,25.86884791,23.53692275,21.7540339,24.95136145,23.10126698,25.44646974,18.87008311,,,,,
MDE1 PAS_chr4_0280,4.2.1.109,PAS_chr4_0280,107.6189857,84.643724,64.52674806,70.41333565,83.82323388,83.30870413,82.04726333,86.44308424,84.47526801,86.13509886,81.7037441,80.08881651,94.31570394,,,,,
PAS_chr4_0280,4.2.1.109,PAS_chr4_0280,107.6189857,84.643724,64.52674806,70.41333565,83.82323388,83.30870413,82.04726333,86.44308424,84.47526801,86.13509886,81.7037441,80.08881651,94.31570394,,,,,
PAS_chr4_0285,3.1.3.3,PAS_chr4_0285,143.4289629,113.6127517,107.8235275,63.52657402,79.37603376,80.96239243,75.282432,69.5302513,73.04068324,73.51022407,68.59976298,79.96956985,68.27529626,,,,,
PAS_chr4_0294,2.4.2.18,PAS_chr4_0294,81.95495869,67.86234413,47.77025381,59.62705405,55.34629963,59.15606707,59.00528898,51.62767593,52.98797975,58.51404174,47.93913767,53.93477158,44.69587749,,,,,
PAS_chr4_0312,2.7.1.160,PAS_chr4_0312,124.4583313,121.6167626,78.27218937,44.50285149,69.63116432,117.0856128,128.7082525,186.9098378,168.662365,121.5157183,97.13973383,106.6047834,112.1823128,,,,,
PAS_chr2-1_0162,2.7.13.3,PAS_chr2-1_0162,42.17236727,49.19526231,34.24615668,81.58349135,83.05086556,72.45075168,74.87053821,64.53637943,73.60832437,75.41698904,67.68945838,72.3355596,57.65807144,,,,,
PAS_chr4_0315,2.7.13.3,PAS_chr4_0315,21.78703828,34.1324229,33.26537241,20.9846833,24.7924542,24.09512267,27.52388286,22.56270276,23.45563679,26.51193254,21.29963478,24.99891681,19.32902174,,,,,
PAS_chr4_0322,3.6.5.4,PAS_chr4_0322,111.9665589,96.39691989,89.77125513,105.9543097,83.03855903,84.77367864,83.92489905,83.49086567,79.80892325,86.34293432,83.69684413,82.8455243,85.04903374,,,,,
PAS_chr4_0323,2.7.7.102,PAS_chr4_0323,35.66870853,36.07223584,33.57984919,28.06182585,30.91054635,30.16726286,30.64791816,30.81089178,28.99228889,26.59332554,21.45972077,26.02265325,18.53471246,,,,,
PAS_chr4_0330,2.5.1.49 2.5.1.47,PAS_chr4_0330,880.5214596,518.0911586,100.9861485,328.2232911,304.2047001,274.6128868,266.0388377,335.2283093,369.0953357,328.218238,349.7274023,399.4128387,353.3030919,,,,,
PAS_chr4_0335,1.13.11.27,PAS_chr4_0335,6.070065429,9.863642412,17.84247817,16.45446264,21.30576823,24.660946,20.25178698,19.62547162,18.38932532,19.90226192,19.50174334,19.87135393,18.77311194,,,,,
PAS_chr4_0338,1.1.1.378 1.1.1.377 1.1.1.173,PAS_chr4_0338,53.66368054,54.96287722,84.49234744,104.4090601,79.30797897,86.55221803,74.67469276,74.41410664,74.62264966,79.19300515,87.24782391,74.81164643,90.38661678,,,,,
PAS_chr4_0339,3.1.1.65,PAS_chr4_0339,11.47110817,12.66358514,38.16370209,26.62469731,19.70975059,19.68630674,18.69820621,13.91128612,17.89727518,18.01302043,24.06136554,20.48251172,16.5171563,,,,,
PAS_chr4_0577,4.1.2.53,PAS_chr4_0577,31.43382271,24.5638126,27.128676,85.60127222,52.81202401,62.70576084,69.14476796,48.78678315,61.34468145,68.68666457,79.70142308,64.9665966,61.46817367,,,,,
PAS_chr4_0341,4.1.2.53,PAS_chr4_0341,10.47362709,10.23271878,20.1705178,37.57928371,28.24461831,31.19143126,27.16807004,25.39556646,29.60768872,24.99781877,31.18595936,29.72567776,35.16711046,,,,,
PAS_chr4_0343,5.3.1.16,PAS_chr4_0343,98.61543916,112.3376523,172.8096661,353.0981292,287.0896057,271.5827241,266.9742631,214.4225476,238.7729952,227.9505456,251.5004332,215.478754,215.1672434,,,,,
PAS_chr4_0346,2.3.1.254,PAS_chr4_0346,44.80228578,43.18065599,36.04957117,64.03844809,62.20616282,61.2085254,63.59615197,64.55152927,73.07710353,71.20721206,70.55799167,63.92426663,73.84820584,,,,,
PAS_chr4_0352,6.2.1.3,PAS_chr4_0352,212.0907507,163.7603649,1160.569147,109.206275,133.0297485,175.7283441,170.3600624,103.1500902,52.53751107,42.33784304,47.66644013,47.52540798,43.80274167,,,,,
PAS_chr4_0356,4.6.1.1,PAS_chr4_0356,18.53551039,20.04058334,24.83197569,42.60622272,36.87709272,39.72381751,40.06975486,37.33565222,43.4564096,37.53977041,41.19015565,37.12404638,39.42540595,,,,,
PAS_chr4_0393,6.1.1.4,PAS_chr4_0393,146.6172733,109.1573646,112.8973396,64.68910869,84.65898334,80.42623447,81.2090002,79.84880127,75.64235093,77.49142434,69.68116916,76.88275901,64.68693049,,,,,
PAS_chr1-4_0534,6.1.1.4,PAS_chr1-4_0534,20.67629448,13.44135649,22.25430434,8.521633977,14.23979143,11.43728728,9.652264486,10.89604967,9.000881771,9.560995247,7.517823611,11.03174918,8.398252176,,,,,
PAS_chr4_0398,1.5.1.2,PAS_chr4_0398,100.4451093,77.14073303,52.85544964,30.31034755,32.90931083,32.08924365,32.06436394,28.96536716,33.58816296,32.44530481,32.43796196,30.64753895,29.55970355,,,,,
PAS_chr4_0401,2.3.2.8,PAS_chr4_0401,30.58127502,35.29371237,19.12306303,28.50001761,22.86765366,25.06056906,26.22222238,26.87407547,31.41749937,27.49838149,27.6312953,27.18175772,28.04954634,,,,,
PAS_chr4_0405,7.3.2.7 7.3.-.-,PAS_chr4_0405,327.821336,259.0560095,119.4794071,229.7072946,222.3694687,234.6317736,196.3807019,228.4841686,259.5722904,231.2601561,290.7758029,332.7983489,420.292208,,,,,
PAS_chr4_0408,2.7.7.14,PAS_chr4_0408,99.70562087,128.9526253,127.1778363,204.3350914,159.9018925,163.866681,151.5403017,151.9217647,168.0048462,157.3305726,173.5490649,158.4330279,185.8691678,,,,,
PAS_chr4_0415,2.1.2.1,PAS_chr4_0415,1814.84035,1352.697466,301.1870536,296.091198,355.3148668,337.4562478,329.7244859,376.1001185,306.1171722,280.3775724,292.2932653,282.5617821,318.3199689,,,,,
PAS_chr4_0587,2.1.2.1,PAS_chr4_0587,803.54558,474.3445555,349.8915787,303.8863144,286.9215499,324.3130408,360.9886955,335.8935649,339.5613425,328.6043668,351.9901849,315.3218299,340.61494,,,,,
PAS_chr4_0418,4.2.1.24,PAS_chr4_0418,76.21263804,62.71984776,54.87521084,52.0391811,71.35659703,66.97736249,56.72204732,86.7514015,65.5174285,54.96484749,63.72490254,58.72336536,74.26200407,,,,,
PAS_chr1-4_0447,2.7.1.-,PAS_chr1-4_0447,20.08989017,28.30460423,39.26716194,45.50402812,36.79153443,43.45403439,43.53540748,36.32243463,44.20938227,43.16717777,47.95462481,44.97237113,43.9512836,,,,,
