Gene_id,B_10_fpkm,G_3_fpkm,GM_2_fpkm,M_12_fpkm,M_24_fpkm,M_36_fpkm,M_48_fpkm,M_60_fpkm,M_72_fpkm,M_84_fpkm,M_96_fpkm,M_108_fpkm,M_120_fpkm,gene_chr,gene_start,gene_end,gene_strand,gene_length
PAS_chr2-1_0049,26.11708542,21.71752423,55.30714675,45.61534298,54.88758188,43.38257888,35.02097443,53.08776409,38.00123473,42.42535165,40.06749414,41.45259611,51.46249826,,,,,
PAS_chr3_0984,39.92906783,40.15151472,34.41019822,49.09952055,39.27494855,42.50850232,42.93441381,39.84103861,40.60426651,45.05429955,44.7021375,45.38952701,44.01849411,,,,,
PAS_chr3_0903,79.20256947,62.38927672,62.42554972,28.83100963,39.34229061,35.59344275,32.70632697,49.14510416,32.51308396,41.54364973,27.57755299,32.14513781,24.1552823,,,,,
PAS_chr4_0760,41.75810311,31.35029791,76.12425546,35.97776985,43.9589739,40.22730814,35.25830478,40.53351934,39.17437162,42.70773867,36.59838964,41.17518882,42.60287212,,,,,
PAS_chr2-2_0191,13.54909392,16.74888217,24.0105392,51.7131644,42.6497103,42.50698479,44.61849917,41.17766502,48.98565207,57.55409214,57.50703123,56.00814485,50.37058503,,,,,
PAS_chr1-3_0073,57.83198633,52.49845612,63.78983896,34.77496239,41.54526131,41.10547541,37.50467734,41.87047313,34.21016598,37.8758786,33.24124317,34.17262725,36.74557489,,,,,
PAS_chr1-4_0079,59.89759212,59.3105457,33.64957344,43.3327085,42.79756122,38.663166,40.40653887,35.304623,39.7423393,39.64748861,40.7381328,38.49758702,34.95642331,,,,,
PAS_chr2-1_0880,35.69959245,33.08138963,48.54226871,39.66261092,39.79195928,42.43709198,43.15226247,44.71686312,45.45609945,41.57090338,45.3613628,42.59003003,44.78052823,,,,,
PAS_chr2-2_0032,28.50129183,37.51304572,37.48020963,57.00547449,44.03714482,44.20961153,42.22152475,38.48563819,43.51753758,45.60866716,44.07066579,42.98245647,41.09369429,,,,,
PAS_chr4_0188,33.05534237,31.37612697,34.60563752,48.24568013,42.41390225,45.68402369,44.61644335,42.28948524,42.71255486,41.94304428,47.1828939,46.90204331,45.34391431,,,,,
PAS_chr3_0272,35.50763908,40.54751736,36.42865518,43.77714653,44.4101111,42.45303648,45.73986584,40.14197566,41.43594672,42.14665152,45.53373552,44.70228436,42.90417979,,,,,
PAS_chr4_0398,100.4451093,77.14073303,52.85544964,30.31034755,32.90931083,32.08924365,32.06436394,28.96536716,33.58816296,32.44530481,32.43796196,30.64753895,29.55970355,,,,,
PAS_chr2-1_0825,31.87887999,37.12517215,29.99176024,45.46552133,46.2852855,45.16896097,47.21807019,40.81330552,44.25424532,45.04000222,46.37115753,45.49675052,40.34607397,,,,,
PAS_chr2-2_0491,31.92886963,42.09133002,57.92669883,34.27532322,40.91226378,39.27947224,41.43467354,43.21466612,45.3153208,48.52296791,43.9115309,40.76484376,35.5129931,,,,,
PAS_chr1-4_0677,36.08795022,33.14587204,45.11194165,40.66792,44.54661276,43.88341289,47.03720754,45.86508879,39.47516391,40.18692681,42.70392067,41.27757708,44.7064364,,,,,
PAS_chr3_0821,20.71463817,27.78639121,10.46594272,34.6232349,42.40658981,43.35418044,42.67002297,47.4878299,59.56083788,58.66858445,52.46712219,56.78352443,47.44410759,,,,,
PAS_chr4_0359,26.53682081,48.79286877,24.71734154,64.26405015,32.28659615,33.77250118,38.57316462,44.51969483,58.86335259,49.10871739,48.69174103,41.45299577,32.58242814,,,,,
PAS_chr4_0134,42.65076125,49.09746826,60.43739148,40.4822586,39.09594631,40.28422966,40.2634707,36.58316648,41.63390309,38.68524662,37.6945058,40.85096787,36.19228711,,,,,
PAS_FragD_0015,43.30128237,43.54423161,37.48689775,51.98229072,43.95074725,39.79789811,39.81609881,35.67897199,36.34046935,41.8668963,41.60644841,40.6676661,47.43859051,,,,,
PAS_chr3_1116,37.63829424,42.53690723,59.9356836,41.60583814,38.48409821,40.86293661,37.69960844,40.2026528,41.64579737,45.66873987,36.79111048,37.84971162,42.30762189,,,,,
PAS_chr1-4_0619,50.16138466,39.12589538,43.67921544,36.55115874,39.25900419,42.18536605,42.74611949,40.59791163,44.07556433,38.95593952,43.80799356,43.60721362,37.53137499,,,,,
PAS_chr2-2_0376,55.53621639,54.02458196,49.85376065,48.30684194,42.35249977,40.44384529,39.43451689,35.90737814,32.94877244,41.37936441,33.72021916,39.01064815,29.31795244,,,,,
PAS_chr1-3_0090,91.18360471,67.49392596,62.27409337,33.3639255,40.74260943,36.14000307,33.92789517,34.51474398,32.89596992,32.48057637,22.59505392,29.63175124,24.98219891,,,,,
PAS_chr3_0379,35.18364182,33.34630927,28.20722949,42.05725292,41.07464732,39.61060806,46.26676453,44.57365936,44.19448754,44.0538048,48.43271547,47.67157728,47.53246947,,,,,
PAS_chr2-1_0040,47.85077198,43.58968129,35.21622996,38.97827486,39.3674096,42.16919474,45.24363203,44.50138166,40.40961472,40.94237344,40.87002042,37.69537299,45.0902331,,,,,
PAS_chr1-1_0225,46.32939359,73.19271612,74.55140308,23.35396374,26.26824151,43.23290884,38.84199513,36.81047276,40.82635744,31.66606643,36.31995159,32.55307525,37.87024872,,,,,
PAS_chr1-4_0006,36.94491064,28.58030479,29.48386677,40.09505256,39.19499724,37.96282937,36.54085194,46.65796932,48.66370115,42.69765876,43.94347832,50.10608044,60.5304259,,,,,
PAS_chr3_0347,25.47162074,32.87499714,35.09524329,48.57416598,41.47791686,41.79144612,45.04271194,42.91112538,46.63526193,44.55567708,48.37621633,44.89572335,43.48846398,,,,,
PAS_chr3_1196,21.68893972,35.4315018,20.13915988,48.4010701,43.15056507,45.22632508,41.45646243,36.80531817,45.2515423,43.92705447,48.43460917,48.98587375,62.05148967,,,,,
PAS_chr4_0205,37.16078924,59.04810834,43.40521952,31.46250552,43.66900277,45.11189544,46.95828605,37.38923385,36.47803618,41.63736954,39.4452782,41.96500856,36.60656336,,,,,
PAS_chr4_0664,16.71998715,20.07441077,44.8059725,55.9141194,43.22474805,35.91857985,37.28747504,38.82552766,49.83869154,36.9553955,73.79806491,36.23518702,50.66458162,,,,,
PAS_chr2-1_0031,33.90376607,42.17530339,37.46974127,44.61346883,37.25630844,36.25871792,40.96370498,39.90215988,43.02831435,40.1548138,49.45350552,41.41990261,53.64036277,,,,,
PAS_chr1-4_0524,44.97309477,39.03796745,55.16939668,42.85475149,37.72766723,40.59522869,38.66812564,35.35884646,39.4661753,38.93303721,42.90627405,40.95857836,43.53153679,,,,,
PAS_chr3_0094,53.3090489,38.94141917,67.98248906,31.1109588,44.88621949,44.73604699,42.59069931,44.23472822,35.95418627,39.20254288,31.74363769,36.59198797,28.82326361,,,,,
PAS_chr1-1_0373,46.86744966,42.31823746,40.27780765,43.04413052,42.43661596,40.84077191,42.19524908,38.15973842,38.3107189,39.92797448,40.750685,40.23182196,44.50282868,,,,,
PAS_chr1-3_0109,43.04276725,37.45258957,34.76532576,42.65865734,43.63346368,43.72482544,43.42442643,41.90410138,45.63356243,43.02221759,39.79024432,43.7525842,37.00478287,,,,,
PAS_chr3_0753,68.25847166,55.15647632,70.46523617,33.35173999,35.93971412,33.99909801,36.6724044,36.26789644,36.51222899,38.39225772,29.16230347,36.06328346,29.5337171,,,,,
PAS_c121_0009,62.96277543,52.13751921,28.37053097,36.15399698,35.92837951,41.31260976,44.73161147,46.59066649,47.76086687,40.89070777,32.99622962,36.15405342,33.76852286,,,,,
PAS_chr2-2_0103,28.98086375,36.46501561,34.97676541,56.48404012,45.94025539,40.53149992,40.69075651,35.87597666,44.35210523,44.24767989,45.4211173,44.06007837,41.71761764,,,,,
PAS_chr1-1_0353,22.85655546,34.60371273,11.16311387,47.88251025,38.85126973,42.64815997,44.6787263,40.94224679,45.46016954,47.41233822,58.31238981,51.03691632,53.79181084,,,,,
PAS_chr1-4_0379,44.34810074,44.77201917,37.99372675,48.7951802,43.47379402,42.07039644,42.54332437,39.84343448,39.88798361,39.53696858,40.41184224,38.91392754,35.84651935,,,,,
PAS_chr1-3_0265,46.29857895,48.17314563,36.38670244,42.91899154,39.00888137,37.9755504,39.51279583,43.36291499,40.36349919,41.76849785,40.07396596,39.55162787,42.71364616,,,,,
PAS_chr4_0167,14.49924276,16.7297978,23.71256279,60.00841712,42.25318437,43.97502499,50.05028462,38.14699623,45.41539512,49.92220093,52.97301756,50.31560158,49.67139546,,,,,
PAS_chr3_1158,41.08244923,41.3647701,36.04515619,51.06125583,43.74110632,39.27832613,41.18755036,37.90272611,35.64083535,39.51864242,41.95950301,42.96888208,45.55192526,,,,,
PAS_chr1-1_0291,63.70943922,44.50046527,89.02499042,28.05387366,33.8522061,34.12358229,32.01388917,40.60679373,33.5836937,38.41535,29.39657975,35.23444516,34.77285437,,,,,
PAS_chr1-4_0293,36.97946216,37.27390992,22.63013743,53.15760875,43.12892052,46.4819688,46.38216105,41.48874122,40.66624637,42.37522878,44.75136893,41.94441625,38.92434911,,,,,
PAS_chr2-1_0629,20.76132781,20.91162512,28.34100782,47.7723172,41.72410011,41.05694474,47.58410174,41.07365584,50.07181993,51.20995117,47.10742508,48.93183854,48.74532855,,,,,
PAS_chr1-4_0232,18.73439386,20.24833896,20.62880056,43.14682497,47.42351876,46.11350018,46.25051025,49.9258111,47.04434733,43.94516617,50.44445236,49.28750769,52.07382297,,,,,
PAS_chr3_0120,37.05776107,39.63747006,25.16758282,39.23784753,42.47401346,43.65877264,43.16719017,47.32142833,46.35976314,44.53211197,44.43143063,40.03274045,42.00582968,,,,,
PAS_chr2-2_0128,56.74834238,69.51907614,48.90464942,33.92550552,42.09603585,38.7221953,38.01975633,37.56302226,33.38362675,35.30421922,31.95151502,36.61681293,32.15517364,,,,,
PAS_chr1-4_0701,53.23257151,32.81413442,32.44480039,47.98617259,38.26056285,39.29864133,39.81609881,38.89467332,40.17143509,40.44461138,44.70887,42.32973593,44.11868916,,,,,
PAS_chr1-4_0474,20.79788338,27.94853749,26.56046101,46.66185243,34.72699912,39.51517019,44.63993491,35.9675717,46.77584594,51.35492263,56.90501732,53.16952234,49.09873023,,,,,
PAS_chr3_1147,34.15007148,35.49100218,38.90736828,38.05740848,43.55004543,43.30747065,47.7397247,41.78598111,43.64374532,44.6946938,38.66803027,45.47652269,38.40328413,,,,,
PAS_chr3_0933,28.54799971,32.82609467,32.61308118,44.4445978,46.5822493,44.19456152,42.92075873,41.85207336,46.49947585,45.71409024,42.97329279,45.11788148,39.52926466,,,,,
PAS_chr1-4_0460,26.95863096,28.04185983,18.58280188,50.21429392,41.60947346,38.14493811,41.8230834,49.11688733,51.80782899,44.09226371,43.69007164,48.47244747,50.49810435,,,,,
PAS_chr3_0801,33.63706938,34.48343225,47.93091584,49.43347708,41.45134842,40.7314781,43.08322517,36.38067024,41.20775161,41.16573553,42.5486233,41.41536139,39.52729463,,,,,
PAS_chr1-4_0120,57.75944118,56.72084507,34.90417648,44.7414478,40.98282476,35.51533183,39.65709313,42.22143904,36.64113179,42.97792983,35.13611496,35.4428616,30.19356073,,,,,
PAS_chr4_0797,24.82714571,25.78680148,38.38286942,53.25829324,47.52454567,44.66879836,49.10959206,39.2993833,41.05219917,43.40828809,44.45887632,43.49235274,36.84702286,,,,,
PAS_chr3_0767,49.17733102,54.05273981,43.65053293,34.97454993,42.13225915,39.33572897,40.90768623,36.26208583,37.4303254,38.8764776,37.39225492,38.01401248,39.42602858,,,,,
PAS_chr2-1_0469,11.71655808,16.69045794,22.7951583,38.20571093,48.20119039,44.98459435,52.08141773,45.82350888,46.02181136,55.98886616,49.33342035,52.84129267,46.7027762,,,,,
PAS_chr4_0875,31.39354115,30.70597579,35.21863428,48.78968826,46.46391203,44.16946923,43.01249387,37.41365541,40.15661988,40.89760244,44.1684009,41.03251665,47.70230682,,,,,
PAS_chr3_1079,48.95717395,50.13268663,41.10760949,41.70693779,39.01669095,36.87464361,39.13899539,36.15491234,38.49351274,41.0226112,37.04642853,40.36851265,40.55879493,,,,,
PAS_chr1-3_0112,55.70940687,41.02355826,71.11314974,35.88142346,37.06146124,39.76356384,35.67530776,38.99865835,36.00591555,41.33093845,31.15250333,36.14052013,30.62588075,,,,,
PAS_chr3_1144,29.21514608,25.95776112,23.92345656,35.22271422,41.79860743,42.89944985,49.63387843,43.09624466,46.72638997,46.53904352,51.26065895,49.76275655,44.28850229,,,,,
PAS_chr4_0689,27.41527694,28.61855358,29.66878666,47.85148928,48.38702951,40.57400602,40.99434732,41.39565854,44.42240915,47.01675385,46.8547558,43.79573208,43.27923274,,,,,
PAS_chr2-1_0732,49.24431432,59.40324898,42.36862675,31.65260718,40.07717438,41.70629016,41.04869192,41.74960105,35.64126277,36.32588669,35.25021384,37.39194906,38.1573725,,,,,
PAS_chr2-2_0027,38.40480193,40.48042441,32.37333702,42.24401547,39.86433929,40.43346514,40.7270304,43.03388137,42.45496296,40.39757049,45.7327586,38.25819995,44.61262185,,,,,
PAS_chr4_0268,58.28956149,55.82843434,114.4507768,20.77612609,24.77729473,36.91060458,40.27932246,27.88978855,23.69918456,24.08558585,35.8833155,29.32081644,36.81244954,,,,,
PAS_chr3_0384,47.58746304,44.49446905,36.98575711,39.39648392,41.99089363,37.17573015,40.10241682,38.73450077,41.21975917,38.99982849,39.4309284,39.7613076,42.30594301,,,,,
PAS_chr2-2_0251,42.80822733,37.86041944,37.85285643,66.94237493,33.22046671,33.00875355,37.01641661,34.67622641,39.72793468,47.14061203,39.2175975,39.94015407,38.7220753,,,,,
PAS_chr1-1_0138,47.45247969,38.96800911,48.11824065,42.37747652,43.44349984,39.44776998,37.63469865,35.89132723,37.63175957,36.78214755,39.24477257,42.40075457,38.17374182,,,,,
PAS_chr2-2_0182,56.80674871,52.02435645,47.44407611,38.32342794,44.13601184,38.4737745,34.31499815,39.43331676,36.37483344,35.97256812,30.63382373,37.79880527,35.06368181,,,,,
PAS_chr2-1_0417,53.56629168,49.29143791,44.41870717,38.63910692,34.85735956,37.20068182,41.61000852,42.29014314,40.39244894,39.8061701,34.47895146,37.78955703,32.28872763,,,,,
PAS_chr2-1_0290,59.54034041,60.53272036,42.23523813,48.2875192,38.75845398,31.52449994,37.22134181,31.53224855,36.49084371,37.85346684,35.35910631,31.90466814,35.35894942,,,,,
PAS_c121_0003,30.43792151,40.32255759,51.06146441,49.03456114,40.4829497,41.18523379,39.68827826,44.50941347,35.64510758,38.33573285,38.63328623,35.37842505,41.85995442,,,,,
PAS_chr1-3_0234,35.71940325,35.26441093,29.49626954,47.52105065,40.29679364,37.10420397,42.59300008,41.155727,45.33096337,38.18724201,44.14758062,39.2175228,50.27507767,,,,,
PAS_chr1-4_0093,75.16588201,77.12815031,25.95119016,33.09750595,40.29020564,36.63809975,34.20361501,36.60424016,35.11989828,35.16609277,32.26183611,34.31193678,30.15910392,,,,,
PAS_chr1-4_0642,59.54351516,42.33988655,66.07455135,30.20879117,42.15696653,35.06809698,32.22707756,40.69191994,34.19037988,39.35714185,29.23031385,37.03642507,37.85571734,,,,,
PAS_chr4_0377,49.93580431,44.07814387,28.11389214,42.6037069,42.98294634,40.8566189,40.42034137,42.48663359,39.41468102,40.60967703,36.67933268,39.87038696,37.83394082,,,,,
PAS_chr1-1_0220,43.52860691,44.7717138,38.01800527,29.53873491,28.26220032,41.82797551,45.33878068,51.57067856,49.3402339,38.39487704,39.34516328,40.08496103,35.83991134,,,,,
PAS_chr4_0445,91.02555147,64.38668136,52.7388112,26.95019715,37.51865444,33.43748285,32.45394078,41.51893681,29.08766233,32.96701012,25.72784693,32.05975956,25.21998101,,,,,
PAS_chr3_0622,67.30073851,64.08003359,27.20111621,17.94554615,21.22697308,36.84301906,39.77317752,61.11290371,53.40588453,35.6148543,30.73330994,34.12286651,35.55658193,,,,,
PAS_chr3_0114,30.48256786,31.85312399,38.3531657,35.97312396,42.99103801,44.68989025,39.35125144,41.31889103,43.0517921,42.12185704,45.85849915,43.29821761,45.13506521,,,,,
PAS_chr1-1_0136,33.30763213,43.04909738,32.02481791,39.61121924,38.07182592,40.84521122,42.20328974,47.87284698,42.73797485,42.51747257,42.57721335,42.66475561,36.88943026,,,,,
PAS_chr3_1128,44.1063353,47.38310214,44.43719972,42.53132326,40.45108055,37.83001943,38.81972487,38.42573819,36.8893222,38.20731313,38.80445353,40.63773735,35.08332287,,,,,
PAS_chr3_1044,61.00603966,48.785442,58.44267521,32.83771755,40.33514871,35.08449428,39.40566041,37.85988261,35.07381021,38.07164579,32.53561576,35.88214623,28.22872186,,,,,
PAS_chr2-1_0094,39.20550227,43.04024735,26.00722855,24.78618299,55.67127805,49.7804519,52.19503924,46.07507589,38.18269855,45.18280041,36.75914546,41.98462857,24.28823917,,,,,
PAS_chr3_1173,31.46246501,26.82751149,20.4204943,51.37483312,40.26371252,43.63471893,46.96466373,41.30714537,40.0737894,43.25744429,44.07331788,47.74030368,45.75136792,,,,,
PAS_chr2-2_0221,69.19104707,47.05478447,78.06701784,30.64959595,43.44664591,32.74157666,31.85522801,35.17361094,30.08281801,31.172943,31.40072187,28.97232559,32.46862957,,,,,
PAS_chr2-1_0420,31.92661715,32.18494434,30.53444052,47.72179241,48.21415179,44.20715065,44.86501021,45.38732745,38.00021352,41.92600425,37.7663669,39.79874206,39.66739284,,,,,
PAS_chr1-4_0008,32.30046513,37.92724985,36.5992812,43.75332815,39.78235958,41.27412142,41.24412666,40.90901417,41.49758698,43.76828262,40.2797255,40.90013558,41.95435065,,,,,
PAS_chr2-2_0160,26.7624895,31.31579897,25.35486587,50.43070199,43.88430136,39.96961701,43.00754164,41.85737104,41.08955331,40.4889188,51.84571191,42.35000782,43.78799834,,,,,
PAS_chr3_0360,23.22481361,22.29658941,14.3206526,46.12498291,32.6725181,44.67902473,47.54924159,47.75480553,49.99371923,45.70798917,48.27346741,49.55140409,49.91851683,,,,,
PAS_chr2-2_0123,21.88874722,21.28223499,46.50555999,62.8302516,38.50701272,43.59018509,37.29668865,37.90659066,33.40176248,37.58098699,49.72374325,39.30618337,52.2173959,,,,,
PAS_chr1-1_0199,50.54026045,38.90691044,66.61016123,26.28362139,32.90362869,34.86517372,34.21530987,50.11880512,37.0178147,37.09916194,31.37077364,39.24403218,42.74139102,,,,,
PAS_chr1-4_0580,19.06628299,24.87915943,28.5127983,53.46470867,48.24656738,43.00346798,43.72168291,51.76969139,45.1024224,42.48816432,42.18891835,44.54785393,34.28069925,,,,,
PAS_chr1-1_0297,15.83583388,20.57803755,26.37417565,53.96995852,43.95299553,46.09738744,45.1228551,40.28022346,48.33239213,42.54602621,46.74031866,41.31786099,50.12292455,,,,,
PAS_FragB_0051,41.83724267,38.45112758,80.31430269,29.30308368,33.42438996,38.06214383,35.38803003,36.39273893,40.23719647,38.22120269,36.76850947,40.61498217,32.18598247,,,,,
PAS_chr1-4_0141,21.55995241,12.9968604,18.29899471,59.21587736,47.70548503,49.28320187,47.14722537,45.23321089,52.13728389,45.23741962,39.59186223,43.79958973,38.92335965,,,,,
PAS_chr3_0274,59.3670952,55.89307045,36.39762118,45.72074077,36.04541596,35.39714029,34.94494713,41.89855859,38.69466899,31.07208447,32.88705251,34.75494108,37.93952391,,,,,
PAS_chr2-1_0665,29.24237773,35.09128109,40.03869378,45.8157812,41.94359664,39.50787406,39.05642875,39.22349002,42.6255409,41.36049974,43.31395879,41.06483938,42.29912866,,,,,
PAS_chr1-4_0286,54.3404732,74.04604322,79.68042608,20.22065079,41.10760481,39.85702063,37.79998203,47.31251707,27.97259812,31.92791479,19.82407132,29.53407822,16.87213028,,,,,
PAS_chr4_0012,39.1536354,15.66799691,15.09921175,43.28293038,35.74147079,45.95260152,35.25331032,49.11105556,41.66254215,37.18324359,49.63374553,49.21931701,63.52752425,,,,,
PAS_chr4_0921,27.83343234,29.08280451,35.29895472,47.2007507,40.69284287,41.96313756,43.01041777,39.16654309,41.81170009,42.66927285,45.62767522,45.70576364,38.74475003,,,,,
PAS_chr3_0243,64.25656753,143.4650227,112.8515035,2.156754216,16.48706242,33.96436859,30.18868202,21.27696374,21.56994639,17.91219564,17.25274341,19.70962316,17.46134234,,,,,
PAS_chr3_0423,31.5912765,35.22500966,24.21904392,34.46614582,43.30183274,40.18498844,42.97099259,44.53751335,42.66237441,45.24599398,44.94551803,43.32251333,45.74284914,,,,,
PAS_chr1-4_0447,20.08989017,28.30460423,39.26716194,45.50402812,36.79153443,43.45403439,43.53540748,36.32243463,44.20938227,43.16717777,47.95462481,44.97237113,43.9512836,,,,,
PAS_chr1-4_0552,38.53097974,34.05170377,56.63027796,38.62619099,32.353312,38.07170332,36.4631348,41.50117101,37.62261878,38.28846936,38.57983572,43.7404404,43.05277488,,,,,
PAS_chr1-4_0142,44.16786397,43.00893419,49.56035191,59.1059894,33.61816777,37.88024589,39.87382421,37.41179538,40.16335044,33.4007557,33.63035968,33.91557871,31.68551018,,,,,
PAS_chr4_0608,29.21938938,28.77532954,36.02460832,41.58801625,43.20764254,42.87400672,41.75471036,36.76108101,44.88952996,44.07646622,44.13749555,43.21381563,40.61657099,,,,,
PAS_chr1-4_0211,107.8146535,69.5887798,62.44527967,14.33970023,29.60674073,29.71087325,25.88365974,41.52192319,26.44593903,32.56663058,24.42473982,25.64336312,26.61349498,,,,,
PAS_chr2-2_0474,38.24472665,48.73759865,64.39591368,32.77930536,38.58122845,38.33008316,41.33716325,37.69536985,36.5001526,42.80198399,31.35910741,36.3547717,27.39278611,,,,,
PAS_chr2-2_0193,55.12562066,56.01904773,38.04704081,33.82371147,39.99010741,37.28702979,35.50409475,41.35345861,37.46889106,39.20491385,30.07040093,36.45142238,33.30233507,,,,,
PAS_chr1-4_0149,64.5021296,61.26079352,60.71478713,38.23507422,37.62239855,34.01615922,35.08839637,31.0097401,30.49398786,31.72943659,28.54458114,31.62141613,28.64560422,,,,,
PAS_chr4_0854,27.79576099,34.79171629,58.10195124,48.64946269,39.44231338,35.23326464,37.57923932,36.18046827,39.44641587,34.66819509,38.74308328,38.9039271,43.87369643,,,,,
PAS_chr3_0116,47.81185645,33.79483748,41.52062413,31.79487937,34.01482399,36.77584818,39.20343685,32.89101449,37.86781782,42.65275736,43.89330433,44.92658313,46.24986477,,,,,
PAS_chr3_1134,30.95451485,33.40632112,31.90218158,43.55726799,38.42141979,41.42188259,43.61598696,42.29520472,41.6303504,41.61433654,42.34736977,43.3667395,38.79256641,,,,,
PAS_chr4_0095,38.5177649,36.48843266,54.43397379,36.47419703,41.99558757,38.58977767,36.21075018,37.45940999,37.7284381,39.87434231,34.78490685,39.48685992,40.27950191,,,,,
PAS_chr2-1_0563,31.37965815,38.30730108,47.76898044,30.19577477,41.14404311,42.22764638,36.4803258,42.06063355,44.251583,42.94710392,38.57761557,41.791456,35.14606984,,,,,
PAS_chr3_0573,69.91179105,52.97682199,81.60619782,27.70823622,31.92699218,32.93854669,31.40968675,35.0943809,27.24299426,33.76304876,27.43408603,32.42706441,27.73910662,,,,,
PAS_chr3_0953,34.88545442,56.34415253,54.81779396,39.88575538,29.14972447,40.41842457,40.14970913,32.91057314,41.58142499,33.40358991,40.7323257,34.64471927,32.62680053,,,,,
PAS_chr2-1_0617,62.88374232,53.21433132,42.03361967,28.98924227,33.75917868,34.81896933,36.68783413,40.44147252,37.77133692,35.37567088,32.14417358,37.21427926,35.9895277,,,,,
PAS_chr3_0100,70.99887373,65.67619974,70.64883501,29.33070277,32.51169255,31.72646237,27.18780893,28.55924851,31.14791026,31.2743941,28.45576594,29.08534673,34.61243695,,,,,
PAS_chr2-2_0352,44.23320928,38.25714721,32.41333697,39.07798248,42.57964253,39.62661349,42.24535138,36.25911529,40.37067276,41.3392507,39.18643186,39.61703129,35.57179284,,,,,
PAS_chr2-1_0444,70.74845652,89.06410902,50.01541357,26.5400751,31.28681673,34.170192,33.06695381,35.99684591,28.1192638,27.57806015,28.17678784,27.77351614,28.15985298,,,,,
PAS_chr2-2_0497,32.50827617,30.21894813,26.94233762,43.20393287,40.54256388,39.47694732,37.5448261,38.9865505,41.28134105,43.78051602,48.70376903,42.64800462,44.79866895,,,,,
PAS_chr2-2_0042,45.04231263,43.52632589,41.42987478,41.21962593,40.84186867,37.61494273,41.0933285,38.43061173,37.89286183,40.02552589,32.75693926,36.66892639,33.93792294,,,,,
PAS_chr3_0469,18.69769349,21.33950914,24.30011917,55.57165047,46.26507888,46.86465099,43.72106105,36.12777809,44.46784526,45.68849362,46.64991185,41.36914316,39.31083201,,,,,
PAS_chr2-1_0781,85.06309791,61.73136037,71.89081397,26.77125793,31.98042265,29.23653898,25.69330828,31.37242191,29.53395624,32.01899175,25.2195964,29.91496727,29.35855217,,,,,
PAS_chr3_0027,24.37398795,25.34447894,24.31191134,55.07391103,39.04840404,44.07610387,44.93843903,37.95044213,42.55209033,46.33563773,40.64802659,46.36758857,38.74754175,,,,,
PAS_FragB_0044,48.51865292,46.60281227,44.55716131,38.10151054,39.15368048,39.22390371,40.0303192,35.09790168,38.76457606,38.06580456,32.15985532,37.79033126,31.64378141,,,,,
PAS_chr4_0992,67.91810557,52.77306666,75.42446153,26.63340388,33.86382507,33.3638738,30.58865112,32.55823243,28.79560733,30.29941299,28.9757065,30.94189899,37.42205359,,,,,
PAS_chr2-1_0866,24.95628358,32.38576232,57.51218417,39.80195525,43.12916102,36.00592395,39.71668283,39.86874159,36.66667827,43.34808394,36.83240241,41.88573146,37.28000346,,,,,
PAS_chr4_0011,6.198005918,6.142295435,9.432639298,38.00930148,34.69350906,43.79838311,42.74968501,55.02087582,45.80431055,45.28461943,57.73931935,59.30406613,64.98102012,,,,,
PAS_chr1-4_0096,54.75208097,43.06005116,42.48187967,33.31730476,39.52627665,38.3048888,37.89720129,37.97546057,33.75325063,37.88717248,34.89122874,38.40719929,36.80796396,,,,,
PAS_chr1-4_0081,67.78210616,125.8834554,90.20488812,10.42176673,19.58863251,32.44085165,32.30491777,22.427286,24.70455166,21.87565378,22.05373217,21.0521001,18.10500164,,,,,
PAS_chr3_1257,37.49814734,35.78234894,37.1865716,33.78478306,37.171603,40.54167145,38.83432362,38.41250104,42.46187628,42.44084101,44.19134042,38.76251961,41.25624861,,,,,
PAS_chr2-2_0397,11.80989812,18.6942561,14.26158827,53.30759572,40.5454144,38.27742436,38.1550172,30.68978389,48.80984329,47.91976984,56.75339001,48.15283822,60.91678547,,,,,
PAS_chr3_0582,70.41275898,65.08798659,84.99443605,27.63505905,34.45188055,30.43143511,31.58281418,30.86820411,29.74574252,26.89719917,23.40209201,25.62208959,26.91993411,,,,,
PAS_chr4_0718,41.06427746,41.97169224,45.18517711,39.02276057,40.28070378,39.37855365,37.64781458,38.80067246,39.26040797,36.8702121,36.80282895,32.70733506,38.48075448,,,,,
PAS_chr2-2_0275,53.18783907,46.24845133,64.66144273,35.49188804,35.7788466,34.46847956,32.0312579,35.9233926,33.67208849,35.13150832,30.15095769,35.18186711,35.17347723,,,,,
PAS_chr2-2_0006,25.33125019,22.77275975,39.62759691,37.25037196,33.59964982,42.80841653,45.77956619,37.51620935,37.19831925,40.84543713,47.88396475,51.2635381,44.78626932,,,,,
PAS_chr3_0983,45.80021953,42.81292599,44.33888711,59.94717746,36.00977025,36.37084988,36.56935659,29.67235837,33.60252781,28.21108122,37.92290202,33.40883334,41.98083519,,,,,
PAS_chr3_0600,30.64885232,33.22041208,46.82710907,53.29351698,40.6462912,39.01446615,41.08831264,33.84142836,37.06101314,39.56376446,38.08700612,39.17688671,33.97774046,,,,,
PAS_chr4_0194,49.78449058,53.04556493,60.07964605,47.13020244,35.54716607,33.93151279,36.54376596,30.36236606,29.19816166,35.2551124,30.64102192,31.94911802,32.7745229,,,,,
